document_id,application_id,doc_type,file_name,mime_type,size_bytes,storage_key,source,page_count,uploaded_by,uploaded_at,status,sha256,ocr_quality
751,221,AR_AGING,belmont-and-sons-llc-ar_aging-202602.xls,application/vnd.ms-excel,7895130,northstar-documents/nsc_direct/221/751/belmont-and-sons-llc-ar_aging-202602.xls,LEDGERLINK,30,system,2026-02-13 17:39:13.316060-05:00,PARSED,,good
752,221,TAX_RETURN,IMG_4471.pdf,application/pdf,634960,northstar-documents/nsc_direct/221/752/IMG_4471.pdf,EMAIL,10,intake@northstarcapital.com,2026-02-14 21:06:08.082191-05:00,PARSED,,good
753,221,BANK_STATEMENT,belmont-and-sons-llc-bank_statement-202602.pdf,application/pdf,379974,northstar-documents/nsc_direct/221/753/belmont-and-sons-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,6,rebecca.mabry@belmontbiz.com,2026-02-16 08:42:53.709737-05:00,PARSED,06dc6d1c455c23b871829a14506845976be222c53b65619713102a894e8e17d5,poor
754,222,BANK_STATEMENT,hickory-pest-control-llc-bank_statement-202602.pdf,application/pdf,1944950,northstar-documents/cascade/222/754/hickory-pest-control-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,14,donna.campbell@hickoryinc.com,2026-02-14 04:15:50.018125-05:00,PARSED,c1dc301a9bb63a2a25fd4a259c1811589f240bc6537073e0498b0f23091ebee4,good
755,222,DEBT_SCHEDULE,hickory-pest-control-llc-debt_schedule-202602.xls,application/vnd.ms-excel,916075,northstar-documents/cascade/222/755/hickory-pest-control-llc-debt_schedule-202602.xls,PORTAL_UPLOAD,5,donna.campbell@hickoryinc.com,2026-02-13 21:55:15.211078-05:00,QUARANTINED,ec74f1f23b1d02723122c6443d47f6872df32654353d3a9da82e206627dbfa95,good
756,222,VOIDED_CHECK,fax-20260212-0756.pdf,application/pdf,2788182,northstar-documents/cascade/222/756/fax-20260212-0756.pdf,FAX,9,system,2026-02-12 09:48:06.569864-05:00,PARSED,,poor
757,222,BANK_STATEMENT,hickory-pest-control-llc-bank_statement-202602.pdf,application/pdf,1136502,northstar-documents/cascade/222/757/hickory-pest-control-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,9,donna.campbell@hickoryinc.com,2026-02-12 21:09:35.353613-05:00,PARSED,7132b6b2692d3dc872f6be6ea2b2b2032fd6fbb5ddf4d412094e09ddfbb335e3,good
758,223,BANK_STATEMENT,beatties-ford-enterprises-ll-bank_statement-202602.pdf,application/pdf,2580732,northstar-documents/nsc_direct/223/758/beatties-ford-enterprises-ll-bank_statement-202602.pdf,PORTAL_UPLOAD,12,benjamin.thomas@beattiesinc.com,2026-02-06 13:26:42.526083-05:00,PARSED,3d4f594d1973a6ed974bc40fe0fa832ca24be6ff1c1fd9692221d022445ca1fe,good
759,224,BANK_STATEMENT,hickory-welding-llc-bank_statement-202602.pdf,application/pdf,2046344,northstar-documents/nsc_direct/224/759/hickory-welding-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,8,joshua.nelson@hickoryinc.com,2026-02-09 23:14:41.144559-05:00,PARSED,b410c777df2a32ca426389fab66ff205d05cb3b15ff8300ceecc75c21a53c750,good
760,224,OTHER,hickory-welding-llc-other-202602.pdf,application/pdf,3815812,northstar-documents/nsc_direct/224/760/hickory-welding-llc-other-202602.pdf,PORTAL_UPLOAD,14,joshua.nelson@hickoryinc.com,2026-02-09 07:13:37.751142-05:00,PARSED,,good
761,224,DEBT_SCHEDULE,hickory-welding-llc-debt_schedule-202602.xls,application/vnd.ms-excel,2549652,northstar-documents/nsc_direct/224/761/hickory-welding-llc-debt_schedule-202602.xls,PORTAL_UPLOAD,12,joshua.nelson@hickoryinc.com,2026-02-09 03:25:45.611628-05:00,PARSED,49a69c394b122c4ad2d34e306c0e6717e927617afb3231846b358e624477e01e,good
762,225,BANK_STATEMENT,ballantyne-childcare-co-bank_statement-202602.pdf,application/pdf,3319426,northstar-documents/bayline/225/762/ballantyne-childcare-co-bank_statement-202602.pdf,LEDGERLINK,11,system,2026-02-20 23:01:45.896604-05:00,PARSED,,good
763,225,BANK_STATEMENT,ballantyne-childcare-co-bank_statement-202602.pdf,application/pdf,2302333,northstar-documents/bayline/225/763/ballantyne-childcare-co-bank_statement-202602.pdf,EMAIL,11,intake@northstarcapital.com,2026-02-19 00:14:32.124005-05:00,PARSED,,poor
764,225,AR_AGING,ballantyne-childcare-co-ar_aging-202602.xls,application/vnd.ms-excel,3112800,northstar-documents/bayline/225/764/ballantyne-childcare-co-ar_aging-202602.xls,LEDGERLINK,12,system,2026-02-18 19:04:39.063417-05:00,PARSED,,good
765,226,BANK_STATEMENT,fax-20260210-0765.pdf,application/pdf,1193863,northstar-documents/bayline/226/765/fax-20260210-0765.pdf,FAX,11,system,2026-02-10 08:25:25.664144-05:00,PARSED,,poor
766,226,AR_AGING,document (2).pdf,application/vnd.ms-excel,1942409,northstar-documents/bayline/226/766/document (2).pdf,EMAIL,7,intake@northstarcapital.com,2026-02-08 11:28:41.993321-05:00,PARSED,,good
767,226,DRIVERS_LICENSE,sharon-childcare-holdings-ll-drivers_license-202602.jpg,image/jpeg,1827714,northstar-documents/bayline/226/767/sharon-childcare-holdings-ll-drivers_license-202602.jpg,PORTAL_UPLOAD,14,brandon.hill@sharonbiz.com,2026-02-08 04:28:08.655480-05:00,PARSED,0bb02b951f0d6471b0591537d7f3b451c1585e73048a596c862a5d37563b9928,good
768,227,BANK_STATEMENT,Untitled.pdf,application/pdf,3028460,northstar-documents/bayline/227/768/Untitled.pdf,EMAIL,10,intake@northstarcapital.com,2026-02-20 21:08:18.970295-05:00,PARSED,,fair
769,227,TAX_RETURN,mint-hill-enterprises-holdin-tax_return-202602.pdf,application/pdf,1589525,northstar-documents/bayline/227/769/mint-hill-enterprises-holdin-tax_return-202602.pdf,LEDGERLINK,5,system,2026-02-20 07:18:35.191932-05:00,QUARANTINED,,good
770,227,BANK_STATEMENT,mint-hill-enterprises-holdin-bank_statement-202602.pdf,application/pdf,727089,northstar-documents/bayline/227/770/mint-hill-enterprises-holdin-bank_statement-202602.pdf,BRANCH_SCAN,3,system,2026-02-19 21:21:50.313722-05:00,PARSED,,poor
771,227,BANK_STATEMENT,mint-hill-enterprises-holdin-bank_statement-202602.pdf,application/pdf,1145652,northstar-documents/bayline/227/771/mint-hill-enterprises-holdin-bank_statement-202602.pdf,PORTAL_UPLOAD,6,brandon.rodriguez@mint.com,2026-02-20 14:28:16.294905-05:00,PARSED,2c5cfee09f56e14795e372f756350dd9d52eddbb0b1f15939100cc4cc89a5811,good
772,228,BANK_STATEMENT,belmont-insurance-llc-bank_statement-202602.pdf,application/pdf,3175068,northstar-documents/bayline/228/772/belmont-insurance-llc-bank_statement-202602.pdf,EMAIL,12,intake@northstarcapital.com,2026-02-16 21:44:00.678429-05:00,PARSED,,good
773,228,AR_AGING,belmont-insurance-llc-ar_aging-202602.xls,application/vnd.ms-excel,1271557,northstar-documents/bayline/228/773/belmont-insurance-llc-ar_aging-202602.xls,PORTAL_UPLOAD,7,steven.jones@belmontinc.com,2026-02-20 07:29:01.448707-05:00,PARSED,e93dfcaf304addfcd22cfa501656980ff14b046c91a9fec29effc43ae20ec279,good
774,229,BANK_STATEMENT,matthews-partners-services-l-bank_statement-202602.pdf,application/pdf,2835729,northstar-documents/nsc_direct/229/774/matthews-partners-services-l-bank_statement-202602.pdf,PORTAL_UPLOAD,9,eric.clark@matthewsinc.com,2026-02-08 05:05:23.893356-05:00,PARSE_FAILED,4be571024805a94a27531f7ba2c051ecdf706b0b331e442e8fbdef7ae99d72ed,good
775,229,AR_AGING,matthews-partners-services-l-ar_aging-202602.xls,application/vnd.ms-excel,7411936,northstar-documents/nsc_direct/229/775/matthews-partners-services-l-ar_aging-202602.xls,PORTAL_UPLOAD,29,eric.clark@matthewsinc.com,2026-02-08 10:32:08.084876-05:00,PARSED,342412ad0750bcfd57c6b18bd7f546cb2512b6fb23524e8dfc8fda7d1fe39b64,good
776,229,BANK_STATEMENT,matthews-partners-services-l-bank_statement-202602.pdf,application/pdf,1555763,northstar-documents/nsc_direct/229/776/matthews-partners-services-l-bank_statement-202602.pdf,PORTAL_UPLOAD,11,eric.clark@matthewsinc.com,2026-02-11 00:04:39.314814-05:00,PARSED,8a893f1f52631a6c51512de468280893fcc47070b1c0befccde143550387a27e,good
777,230,BANK_STATEMENT,Untitled.pdf,application/pdf,939872,northstar-documents/nsc_direct/230/777/Untitled.pdf,EMAIL,8,intake@northstarcapital.com,2026-02-16 04:20:10.779144-05:00,PARSED,,fair
778,230,VOIDED_CHECK,maple-barber-holdings-llc-voided_check-202602.jpg,image/jpeg,356400,northstar-documents/nsc_direct/230/778/maple-barber-holdings-llc-voided_check-202602.jpg,EMAIL,6,intake@northstarcapital.com,2026-02-16 20:51:29.734123-05:00,PARSED,,fair
779,231,BANK_STATEMENT,belmont-insurance-holdings-l-bank_statement-202602.pdf,application/pdf,872201,northstar-documents/bayline/231/779/belmont-insurance-holdings-l-bank_statement-202602.pdf,EMAIL,11,intake@northstarcapital.com,2026-02-12 21:50:57.356555-05:00,PARSED,,good
780,231,DEBT_SCHEDULE,belmont-insurance-holdings-l-debt_schedule-202602.xls,application/vnd.ms-excel,1030878,northstar-documents/bayline/231/780/belmont-insurance-holdings-l-debt_schedule-202602.xls,PORTAL_UPLOAD,6,stephen.vasquez@belmontco.com,2026-02-11 18:33:49.473860-05:00,PARSED,f5234d07db0aa0a2ed4b5d61e9086aaf7997ee25f2499cd7bb838e96b4023418,good
781,231,DEBT_SCHEDULE,belmont-insurance-holdings-l-debt_schedule-202602.xls,application/vnd.ms-excel,2328732,northstar-documents/bayline/231/781/belmont-insurance-holdings-l-debt_schedule-202602.xls,LEDGERLINK,28,system,2026-02-13 07:07:30.047024-05:00,PARSED,,good
782,232,BANK_STATEMENT,statesville-welding-partners-bank_statement-202602.pdf,application/pdf,1702784,northstar-documents/nsc_direct/232/782/statesville-welding-partners-bank_statement-202602.pdf,PORTAL_UPLOAD,8,ronald.allen@statesvilleinc.com,2026-02-11 18:25:19.970704-05:00,PARSED,d29723bbcf2a11a359caf14e6ea9f8d596cf7a0300f8efe4af3c62cb8c45d51c,good
783,232,TAX_RETURN,statesville-welding-partners-tax_return-202602.pdf,application/pdf,2674818,northstar-documents/nsc_direct/232/783/statesville-welding-partners-tax_return-202602.pdf,PORTAL_UPLOAD,18,ronald.allen@statesvilleinc.com,2026-02-12 15:27:15.413336-05:00,PARSED,a0102c9a1cd77b16de7276b633e8b4b5077a88aa7e5669266237bb27e7bc1a86,good
784,232,BANK_STATEMENT,statesville-welding-partners-bank_statement-202602.pdf,application/pdf,167076,northstar-documents/nsc_direct/232/784/statesville-welding-partners-bank_statement-202602.pdf,PORTAL_UPLOAD,3,ronald.allen@statesvilleinc.com,2026-02-12 02:28:45.121652-05:00,PARSED,aa6fc673ae2d419cc2af9a401bfd0e61fbf035e25c9daaa4b6658762ab5750cd,good
785,232,DRIVERS_LICENSE,fax-20260211-0785.pdf,application/pdf,4682636,northstar-documents/nsc_direct/232/785/fax-20260211-0785.pdf,FAX,28,system,2026-02-11 14:38:43.175665-05:00,PARSED,,poor
786,233,BANK_STATEMENT,gastonia-roofing-llc-bank_statement-202602.pdf,application/pdf,2270632,northstar-documents/nsc_direct/233/786/gastonia-roofing-llc-bank_statement-202602.pdf,EMAIL,8,intake@northstarcapital.com,2026-02-07 04:23:19.040235-05:00,PARSED,,fair
787,233,DRIVERS_LICENSE,gastonia-roofing-llc-drivers_license-202602.jpg,image/jpeg,3032397,northstar-documents/nsc_direct/233/787/gastonia-roofing-llc-drivers_license-202602.jpg,PORTAL_UPLOAD,27,kathleen.patel@gastoniainc.com,2026-02-07 23:18:31.770938-05:00,QUARANTINED,01a13271e95571ba1d2daf03b1c5d01e64b86eb4b660ebc234626a1367ff92f2,good
788,233,BANK_STATEMENT,document (2).pdf,application/pdf,2216850,northstar-documents/nsc_direct/233/788/document (2).pdf,EMAIL,10,intake@northstarcapital.com,2026-02-09 23:37:28.070880-05:00,PARSED,,good
789,233,VOIDED_CHECK,gastonia-roofing-llc-voided_check-202602.jpg,image/jpeg,2958267,northstar-documents/nsc_direct/233/789/gastonia-roofing-llc-voided_check-202602.jpg,PORTAL_UPLOAD,13,kathleen.patel@gastoniainc.com,2026-02-08 12:56:57.983578-05:00,PARSED,97dd7406afc2cc7bbff6694774449ed59c3e1ac917503e1833f8aec7d2e27fb8,good
790,234,BANK_STATEMENT,harbor-staffing-group-llc-bank_statement-202602.pdf,application/pdf,851095,northstar-documents/nsc_direct/234/790/harbor-staffing-group-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,5,anthony.clark@harborbiz.com,2026-02-09 05:49:00.101809-05:00,PARSED,2a3a431d96ebdad1588c5a4813e6160c7a847b05fd300ce0acb84268d022ea18,good
791,234,VOIDED_CHECK,harbor-staffing-group-llc-voided_check-202602.jpg,image/jpeg,1008020,northstar-documents/nsc_direct/234/791/harbor-staffing-group-llc-voided_check-202602.jpg,EMAIL,10,intake@northstarcapital.com,2026-02-08 16:34:07.629556-05:00,PARSED,,good
792,235,BANK_STATEMENT,gastonia-hvac-partners-llc-bank_statement-202602.pdf,application/pdf,1052432,northstar-documents/bayline/235/792/gastonia-hvac-partners-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,4,larry.harris@gastoniaco.com,2026-02-17 18:03:54.269938-05:00,PARSED,15a2bc59a8aab045d8128d3e4705d5f3993b9cd75217bbde67c801ec287eed9c,good
793,235,BANK_STATEMENT,gastonia-hvac-partners-llc-bank_statement-202602.pdf,application/pdf,1074122,northstar-documents/bayline/235/793/gastonia-hvac-partners-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,14,larry.harris@gastoniaco.com,2026-02-20 08:42:03.519586-05:00,PARSED,83d744285326afe2df120175fb65ce8d00fe0d9ed90fd3fec0aa87b4b83cbc98,good
794,235,AR_AGING,gastonia-hvac-partners-llc-ar_aging-202602.xls,application/vnd.ms-excel,207776,northstar-documents/bayline/235/794/gastonia-hvac-partners-llc-ar_aging-202602.xls,EMAIL,4,intake@northstarcapital.com,2026-02-18 02:14:15.489256-05:00,PARSED,,good
795,236,BANK_STATEMENT,randolph-veterinary-co-bank_statement-202602.pdf,application/pdf,735924,northstar-documents/nsc_direct/236/795/randolph-veterinary-co-bank_statement-202602.pdf,EMAIL,7,intake@northstarcapital.com,2026-02-14 09:05:17.808240-05:00,PARSED,,poor
796,236,BANK_STATEMENT,randolph-veterinary-co-bank_statement-202602.pdf,application/pdf,1063060,northstar-documents/nsc_direct/236/796/randolph-veterinary-co-bank_statement-202602.pdf,PORTAL_UPLOAD,5,scott.wright@randolphinc.com,2026-02-14 05:54:58.433165-05:00,PARSED,805b1f28bd8716ffd0a924fd8ebee3717ced6c97167ec5c2bcd8b7af447fcec1,good
797,237,BANK_STATEMENT,catawba-works-partners-llc-bank_statement-202602.pdf,application/pdf,1422190,northstar-documents/nsc_direct/237/797/catawba-works-partners-llc-bank_statement-202602.pdf,BRANCH_SCAN,10,system,2026-02-08 21:51:39.486615-05:00,PARSED,,poor
798,237,AR_AGING,catawba-works-partners-llc-ar_aging-202602.xls,application/vnd.ms-excel,720972,northstar-documents/nsc_direct/237/798/catawba-works-partners-llc-ar_aging-202602.xls,PORTAL_UPLOAD,9,stephen.white@catawba.com,2026-02-10 12:08:13.393266-05:00,PARSED,3d245f23c362b26d8193963c74b5530ad798274038638715188c7fe943d9217b,good
799,237,BANK_STATEMENT,catawba-works-partners-llc-bank_statement-202602.pdf,application/pdf,1307471,northstar-documents/nsc_direct/237/799/catawba-works-partners-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,11,stephen.white@catawba.com,2026-02-09 01:08:39.286609-05:00,QUARANTINED,cfcc673067ce1f763b28ff5e0efc667dff1a9446449c791194ea1a291909e5a2,good
800,238,BANK_STATEMENT,ramirez-catering-holdings-ll-bank_statement-202602.pdf,application/pdf,3762588,northstar-documents/nsc_direct/238/800/ramirez-catering-holdings-ll-bank_statement-202602.pdf,PORTAL_UPLOAD,12,samuel.anderson@ramirezco.com,2026-02-11 04:37:17.124937-05:00,PARSED,26da5668741f37ebf9dd4701f2608548a0775bd2c85b220a5929a23d7c2a015e,good
801,238,DRIVERS_LICENSE,ramirez-catering-holdings-ll-drivers_license-202602.jpg,image/jpeg,863908,northstar-documents/nsc_direct/238/801/ramirez-catering-holdings-ll-drivers_license-202602.jpg,PORTAL_UPLOAD,4,samuel.anderson@ramirezco.com,2026-02-11 21:53:43.240944-05:00,PARSED,433729dceb8b0c91c79e444a7bd07c781cde129dd10b5734769d12586d12966e,good
802,238,AR_AGING,ramirez-catering-holdings-ll-ar_aging-202602.xls,application/vnd.ms-excel,7112118,northstar-documents/nsc_direct/238/802/ramirez-catering-holdings-ll-ar_aging-202602.xls,LEDGERLINK,26,system,2026-02-10 05:03:41.261656-05:00,PARSED,,good
803,239,BANK_STATEMENT,fax-20260208-0803.pdf,application/pdf,1800568,northstar-documents/bayline/239/803/fax-20260208-0803.pdf,FAX,8,system,2026-02-08 04:00:31.196352-05:00,PARSED,,poor
804,239,AR_AGING,kestrel-paving-llc-ar_aging-202602.xls,application/vnd.ms-excel,2692440,northstar-documents/bayline/239/804/kestrel-paving-llc-ar_aging-202602.xls,LEDGERLINK,15,system,2026-02-09 23:45:10.689376-05:00,PARSED,,good
805,239,BANK_STATEMENT,kestrel-paving-llc-bank_statement-202602.pdf,application/pdf,659790,northstar-documents/bayline/239/805/kestrel-paving-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,10,jacob.miller@kestrelbiz.com,2026-02-08 15:28:08.210088-05:00,PARSED,26399a81a8fa0f1d5edce9dd17db2043427d1eaed5db6d707f4ec251357a630b,good
806,240,BANK_STATEMENT,lincolnton-salon-llc-bank_statement-202602.pdf,application/pdf,732972,northstar-documents/nsc_direct/240/806/lincolnton-salon-llc-bank_statement-202602.pdf,BRANCH_SCAN,4,system,2026-02-11 09:24:04.870293-05:00,QUARANTINED,,poor
807,240,BANK_STATEMENT,lincolnton-salon-llc-bank_statement-202602.pdf,application/pdf,1862800,northstar-documents/nsc_direct/240/807/lincolnton-salon-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,10,anthony.rodriguez@lincolntonco.com,2026-02-13 05:42:31.191942-05:00,PARSED,ebaa6d2144c624ec4ad3fe864f6a52fc9911f8b4f159f653a5ed1df844f089a9,good
808,240,BANK_STATEMENT,lincolnton-salon-llc-bank_statement-202602.pdf,application/pdf,1051968,northstar-documents/nsc_direct/240/808/lincolnton-salon-llc-bank_statement-202602.pdf,EMAIL,4,intake@northstarcapital.com,2026-02-12 06:03:28.444262-05:00,PARSED,,good
809,240,BANK_STATEMENT,lincolnton-salon-llc-bank_statement-202602.pdf,application/pdf,599720,northstar-documents/nsc_direct/240/809/lincolnton-salon-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,11,anthony.rodriguez@lincolntonco.com,2026-02-12 05:43:09.588481-05:00,PARSED,f85169d2016932ac1e6bba3856a87c90c72abd4bc2bdccbba90c60b978fb3dfa,good
810,240,BANK_STATEMENT,lincolnton-salon-llc-bank_statement-202602.pdf,application/pdf,230322,northstar-documents/nsc_direct/240/810/lincolnton-salon-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,3,anthony.rodriguez@lincolntonco.com,2026-02-10 17:51:39.039268-05:00,PARSED,efc21c0d905654af2422a99d502d644aa2ca328ad8b9bb368be9119eafcd5b8c,good
811,240,TAX_RETURN,lincolnton-salon-llc-tax_return-202602.pdf,application/pdf,8475759,northstar-documents/nsc_direct/240/811/lincolnton-salon-llc-tax_return-202602.pdf,EMAIL,27,intake@northstarcapital.com,2026-02-12 02:35:49.055536-05:00,PARSED,,good
812,241,BANK_STATEMENT,shelby-partners-llc-bank_statement-202602.pdf,application/pdf,3699371,northstar-documents/nsc_direct/241/812/shelby-partners-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,13,michael.jackson@shelbybiz.com,2026-02-09 01:12:21.654337-05:00,PARSED,4a92095197839ab3240e8b6c14947072143bfd86c60e05bb24368f403a0105e1,good
813,241,DRIVERS_LICENSE,shelby-partners-llc-drivers_license-202602.jpg,image/jpeg,152910,northstar-documents/nsc_direct/241/813/shelby-partners-llc-drivers_license-202602.jpg,PORTAL_UPLOAD,3,michael.jackson@shelbybiz.com,2026-02-08 11:29:27.352732-05:00,PARSED,d8bdb75c017433900aee5f1e74ba207a1891a36a1fcf9b6a9740b40642d3e496,good
814,241,DEBT_SCHEDULE,shelby-partners-llc-debt_schedule-202602.xls,application/vnd.ms-excel,259080,northstar-documents/nsc_direct/241/814/shelby-partners-llc-debt_schedule-202602.xls,PORTAL_UPLOAD,5,michael.jackson@shelbybiz.com,2026-02-10 03:50:01.986145-05:00,PARSE_FAILED,,good
815,242,BANK_STATEMENT,ironwood-roasters-llc-bank_statement-202602.pdf,application/pdf,847272,northstar-documents/nsc_direct/242/815/ironwood-roasters-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,12,elizabeth.mabry@ironwoodinc.com,2026-02-07 13:00:57.772032-05:00,PARSED,,fair
816,242,BANK_STATEMENT,ironwood-roasters-llc-bank_statement-202602.pdf,application/pdf,693429,northstar-documents/nsc_direct/242/816/ironwood-roasters-llc-bank_statement-202602.pdf,PORTAL_UPLOAD,3,elizabeth.mabry@ironwoodinc.com,2026-02-07 05:55:07.450363-05:00,PARSED,06a5e772fa2d128430559669af4e0046622703e1e5ff7ea56f44ad8846ccfdd6,good
817,242,VOIDED_CHECK,ironwood-roasters-llc-voided_check-202602.jpg,image/jpeg,982780,northstar-documents/nsc_direct/242/817/ironwood-roasters-llc-voided_check-202602.jpg,PORTAL_UPLOAD,20,elizabeth.mabry@ironwoodinc.com,2026-02-07 17:12:10.518438-05:00,PARSED,789a94c7118e0edaf980c26e1a4abca662b86dbed006e64f71c7e0d90fadc34c,good
818,243,BANK_STATEMENT,king-textile-partners-llc-bank_statement-202602.pdf,application/pdf,1851840,northstar-documents/nsc_direct/243/818/king-textile-partners-llc-bank_statement-202602.pdf,EMAIL,12,intake@northstarcapital.com,2026-02-10 06:09:31.599475-05:00,PARSED,,good
819,243,DEBT_SCHEDULE,king-textile-partners-llc-debt_schedule-202602.xls,application/vnd.ms-excel,6744164,northstar-documents/nsc_direct/243/819/king-textile-partners-llc-debt_schedule-202602.xls,PORTAL_UPLOAD,28,timothy.ramirez@king.com,2026-02-10 23:17:54.661806-05:00,PARSED,e10ac847a4532cc052b88fdc45865acb4864d0c447056b2405abf3fa303dac4d,good
820,243,VOIDED_CHECK,king-textile-partners-llc-voided_check-202602.jpg,image/jpeg,5193296,northstar-documents/nsc_direct/243/820/king-textile-partners-llc-voided_check-202602.jpg,PORTAL_UPLOAD,17,timothy.ramirez@king.com,2026-02-09 14:08:18.336379-05:00,PARSED,,good
821,244,BANK_STATEMENT,waxhaw-janitorial-solutions--bank_statement-202602.pdf,application/pdf,1095960,northstar-documents/nsc_direct/244/821/waxhaw-janitorial-solutions--bank_statement-202602.pdf,PORTAL_UPLOAD,5,thomas.patel@waxhaw.com,2026-02-14 20:39:05.390577-05:00,PARSED,0f77afb590be1d165f36b9766ae59e998c8947de5bfe518975b1e950dcb014eb,good
822,244,DRIVERS_LICENSE,waxhaw-janitorial-solutions--drivers_license-202602.jpg,image/jpeg,4745910,northstar-documents/nsc_direct/244/822/waxhaw-janitorial-solutions--drivers_license-202602.jpg,PORTAL_UPLOAD,30,thomas.patel@waxhaw.com,2026-02-15 11:59:37.444714-05:00,PARSED,0b6a91fbfdaa8952173f460fb1697fd43647ba830f09d71f2943d051ae15d4b4,good
823,244,TAX_RETURN,waxhaw-janitorial-solutions--tax_return-202602.pdf,application/pdf,2816594,northstar-documents/nsc_direct/244/823/waxhaw-janitorial-solutions--tax_return-202602.pdf,BRANCH_SCAN,17,system,2026-02-15 01:29:27.950804-05:00,PARSED,,fair
824,245,BANK_STATEMENT,ironwood-realty-inc-bank_statement-202602.pdf,application/pdf,2163978,northstar-documents/cascade/245/824/ironwood-realty-inc-bank_statement-202602.pdf,PORTAL_UPLOAD,9,margaret.allen@ironwoodbiz.com,2026-02-12 09:29:40.691353-05:00,PARSED,84202cb2e7707e6b670df7ed458ef36b3d58e61e269b8536a0ba0fc9c2021947,good
825,245,BANK_STATEMENT,ironwood-realty-inc-bank_statement-202602.pdf,application/pdf,1149130,northstar-documents/cascade/245/825/ironwood-realty-inc-bank_statement-202602.pdf,EMAIL,5,intake@northstarcapital.com,2026-02-13 01:24:01.787708-05:00,PARSED,,good
826,245,BANK_STATEMENT,ironwood-realty-inc-bank_statement-202602.pdf,application/pdf,3553810,northstar-documents/cascade/245/826/ironwood-realty-inc-bank_statement-202602.pdf,PORTAL_UPLOAD,13,margaret.allen@ironwoodbiz.com,2026-02-11 10:01:05.620242-05:00,PARSED,,good
827,245,AR_AGING,fax-20260212-0827.pdf,application/pdf,509328,northstar-documents/cascade/245/827/fax-20260212-0827.pdf,FAX,4,system,2026-02-12 15:26:51.200654-05:00,PARSED,,poor
828,246,BANK_STATEMENT,fax-20260213-0828.pdf,application/pdf,829264,northstar-documents/nsc_direct/246/828/fax-20260213-0828.pdf,FAX,8,system,2026-02-13 20:04:55.350373-05:00,PARSED,,fair
829,246,DRIVERS_LICENSE,salisbury-grocery-llc-drivers_license-202602.jpg,image/jpeg,1268523,northstar-documents/nsc_direct/246/829/salisbury-grocery-llc-drivers_license-202602.jpg,EMAIL,9,intake@northstarcapital.com,2026-02-14 08:08:56.852824-05:00,RECEIVED,,fair
830,247,BANK_STATEMENT,belmont-pest-control-partner-bank_statement-202602.pdf,application/pdf,341045,northstar-documents/nsc_direct/247/830/belmont-pest-control-partner-bank_statement-202602.pdf,EMAIL,5,intake@northstarcapital.com,2026-02-14 21:53:46.753508-05:00,PARSED,,fair
831,247,DRIVERS_LICENSE,belmont-pest-control-partner-drivers_license-202602.jpg,image/jpeg,4198592,northstar-documents/nsc_direct/247/831/belmont-pest-control-partner-drivers_license-202602.jpg,PORTAL_UPLOAD,17,laura.harris@belmontbiz.com,2026-02-14 15:38:54.243009-05:00,PARSED,64d331acdf7469f58051ebc385912369ca213039d0a6f266b150d6cefe93f9de,fair
832,247,BANK_STATEMENT,belmont-pest-control-partner-bank_statement-202602.pdf,application/pdf,3453096,northstar-documents/nsc_direct/247/832/belmont-pest-control-partner-bank_statement-202602.pdf,PORTAL_UPLOAD,12,laura.harris@belmontbiz.com,2026-02-13 01:48:08.233659-05:00,PARSED,d9a6b4bf058e31ae1c5d962dc7d3ed5774108365a66228763fb798bf7a98c727,good
833,247,BANK_STATEMENT,fax-20260211-0833.pdf,application/pdf,996784,northstar-documents/nsc_direct/247/833/fax-20260211-0833.pdf,FAX,8,system,2026-02-11 21:35:21.041587-05:00,PARSED,,fair
834,248,BANK_STATEMENT,hickory-physical-therapy-llc-bank_statement-202602.pdf,application/pdf,739266,northstar-documents/nsc_direct/248/834/hickory-physical-therapy-llc-bank_statement-202602.pdf,BRANCH_SCAN,6,system,2026-02-07 11:02:55.058550-05:00,PARSED,,fair
835,248,DEBT_SCHEDULE,hickory-physical-therapy-llc-debt_schedule-202602.xls,application/vnd.ms-excel,2235428,northstar-documents/nsc_direct/248/835/hickory-physical-therapy-llc-debt_schedule-202602.xls,PORTAL_UPLOAD,26,richard.nelson@hickoryco.com,2026-02-09 04:16:53.553173-05:00,PARSED,,good
836,249,BANK_STATEMENT,gastonia-nursery-llc-bank_statement-202602.pdf,application/pdf,1034312,northstar-documents/nsc_direct/249/836/gastonia-nursery-llc-bank_statement-202602.pdf,BRANCH_SCAN,4,system,2026-02-09 03:18:51.623748-05:00,RECEIVED,,fair
