applicant_id,legal_name,dba_name,ein,owner_ssn_last4,email,phone,tenant_id,created_at,mailing_city,mailing_state,mailing_zip
304,Newton Auto Partners LLC,,,3559,michael.martinez@newtoninc.com,211-897-7650,BAYLINE,2022-12-10 03:48:03.521773-05:00,Concord,NC,28025
305,Steele Creek Plumbing Inc,Steele Creek Plumbing,76-5594422,2496,betty.taylor@steele.com,(557) 447632,BAYLINE,2021-09-03 22:04:56.680366-05:00,Atlanta,GA,30303
306,Mooresville Associates Solutions Inc,,380470840,,charles.blalock@mooresville.com,296-519-1983,NSC_DIRECT,2019-03-31 05:31:46.265582-05:00,Charlotte,NC,28204
307,Rowan Irrigation Co,Rowan Irrigation,32-6512009,6842,jacob.okafor@rowanbiz.com,242-976-7258,NSC_DIRECT,2019-02-25 04:30:40.192304-05:00,Knoxville,TN,37902
308,Monroe Group LLC,,,7797,andrew.cheng@monroebiz.com,606-287-8791,BAYLINE,2025-01-18 21:26:36.964779-05:00,Norfolk,VA,23510
309,Sharon Veterinary LLC,,77-6885266,3483,susan.hill@sharon.com,546-582-4778,NSC_DIRECT,2021-07-07 04:56:06.039416-05:00,Winston-Salem,NC,27101
310,Hall Print LLC,Hall Print,498794482,2000,thomas.jones@hallinc.com,311-929-4716,NSC_DIRECT,2026-01-09 08:09:05.585068-05:00,Greenville,SC,29601
311,Cherryville Supply LLC,,41-2607683,,melissa.flores@cherryvilleco.com,996-554-3321,NSC_DIRECT,2022-06-25 16:59:37.543088-05:00,Charlotte,NC,28204
312,Pinehurst and Sons LLC,,68-8748846,4390,pamela.carter@pinehurst.com,4955869088,NSC_DIRECT,2025-12-18 10:14:26.116524-05:00,Knoxville,TN,37902
313,Sunbelt Tax Co,Sunbelt Tax,325484093,6826,dorothy.vasquez@sunbelt.com,217-601-0883,NSC_DIRECT,2022-05-17 01:42:14.864406-05:00,Sacramento,CA,95814
314,Matthews Paving Services LLC,,33-4962252,8564,laura.gonzalez@matthewsbiz.com,3503966237,NSC_DIRECT,2023-10-24 12:56:29.152269-05:00,Concord,NC,28025
315,Randolph Nursery Inc,Randolph Nursery,80-0504242,5961,melissa.whitfield@randolphco.com,425-711-7791,BAYLINE,2025-11-28 16:39:51.700326-05:00,Charlotte,NC,28204
316,Mint Hill Works Group LLC,Mint Hill Works Group,24-8405078,2054,michelle.flores@mintinc.com,482-911-4579,NSC_DIRECT,2020-10-13 10:34:28.752114-05:00,Riverside,CA,92501
317,Harbor Enterprises LLC,Harbor Enterprises,226470764,4704,charles.green@harborbiz.com,823-559-6991,NSC_DIRECT,2023-10-26 22:30:59.362952-05:00,Raleigh,NC,27601
318,Hickory and Sons LLC,Hickory and Sons,,2633,richard.nelson@hickoryinc.com,351-447-0364,NSC_DIRECT,2020-02-26 05:16:38.306330-05:00,Charlotte,NC,28211
319,Randolph Cabinet Partners LLC,Randolph Cabinet Partners,99-2731417,7339,betty.lewis@randolph.com,553-605-5559,NSC_DIRECT,2019-11-22 04:21:32.889066-05:00,Riverside,CA,92501
320,Rowan Dental LLC,,,4962,susan.baker@rowan.com,340-443-9403,NSC_DIRECT,2022-08-12 23:28:31.859564-05:00,Concord,NC,28025
321,Mabry Towing Co,,633726980,4447,thomas.thompson@mabrybiz.com,405-894-0197,BAYLINE,2022-08-21 17:10:39.862849-05:00,Durham,NC,27701
322,Beatties Ford Contractors LLC,,41 7932364,1721,dorothy.okafor@beatties.com,411-254-3528,NSC_DIRECT,2020-01-05 17:15:45.850330-05:00,Knoxville,TN,37902
323,Tryon Contractors Inc,Tryon Contractors,60-7533328,3616,jacob.young@tryon.com,213-453-2971,NSC_DIRECT,2021-09-30 06:15:30.312498-05:00,Charlotte,NC,28202
324,Kannapolis Staffing LLC,,66-7749072,,edward.jackson@kannapolisinc.com,894-210-2219,NSC_DIRECT,2023-09-06 13:33:14.615026-05:00,Concord,NC,28025
325,Kestrel Roofing Services LLC,,99-8116032,5023,sharon.hall@kestrelco.com,445-806-1041,NSC_DIRECT,2020-10-16 21:07:13.432920-05:00,Winston-Salem,NC,27101
326,Pinehurst Auto Co,Pinehurst Auto,799425121,5137,steven.taylor@pinehurstco.com,853-927-4500,NSC_DIRECT,2023-11-10 22:30:44.646033-05:00,Bakersfield,CA,93301
327,Salisbury Enterprises Partners LLC,,,8197,sharon.lopez@salisburyinc.com,277-984-3866,NSC_DIRECT,2024-07-17 11:31:32.553978-05:00,Richmond,VA,23219
328,Uwharrie Works LLC,Uwharrie Works,88-1069963,1778,kenneth.walker@uwharrie.com,417-744-5405,CASCADE,2019-04-06 21:12:50.759256-05:00,Riverside,CA,92501
329,Ballantyne Optical Holdings LLC,,,0943,ryan.wilson@ballantyneco.com,230-482-7465,CASCADE,2025-11-06 00:33:28.590984-05:00,Fresno,CA,93701
330,Tryon Bakery Solutions Inc,Tryon Bakery Solutions,880277369,7349,daniel.flores@tryoninc.com,390-765-3776,BAYLINE,2021-08-05 03:13:00.225783-05:00,Bakersfield,CA,93301
331,Freedom Nursery Holdings LLC,,425324098,5659,mark.robinson@freedom.com,684-796-0511,NSC_DIRECT,2022-11-11 18:01:32.071605-05:00,Charlotte,NC,28204
332,Blue Ridge Contractors Group LLC,,692614488,0688,cynthia.carter@blue.com,646-512-9631,NSC_DIRECT,2022-03-12 22:56:11.163261-05:00,Norfolk,VA,23510
333,Johnson Staffing Services LLC,Johnson Staffing Services,,9744,timothy.moore@johnsonbiz.com,648-560-4827,NSC_DIRECT,2021-10-05 19:18:21.634422-05:00,Sacramento,CA,95814
334,Kannapolis Catering Group LLC,,84-5225140,2810,amy.campbell@kannapolis.com,766-982-0469,NSC_DIRECT,2025-08-20 21:25:56.163383-05:00,Riverside,CA,92501
335,Cherryville Landscape Services LLC,,978186502,,gary.campbell@cherryvilleinc.com,(400) 408-4887,NSC_DIRECT,2023-06-27 13:11:23.190275-05:00,Winston-Salem,NC,27101
336,Davidson Landscape LLC,Davidson Landscape,81-8469459,2051,jason.flores@davidson.com,305-913-7206,CASCADE,2019-04-20 23:01:53.435241-05:00,Bakersfield,CA,93301
337,Lincolnton Irrigation Inc,Lincolnton Irrigation,32-0185899,9749,ryan.white@lincolntoninc.com,4897716784,NSC_DIRECT,2025-03-28 11:06:01.927729-05:00,Sacramento,CA,95814
338,Rowan Flooring Inc,Rowan Flooring,62-6441220,4544,nicholas.vasquez@rowanco.com,669-369-9365,NSC_DIRECT,2021-05-21 18:54:19.380114-05:00,Bakersfield,CA,93301
339,Elizabeth Catering Holdings LLC,,76-6117863,4597,amanda.yarborough@elizabethco.com,569-669-0378,BAYLINE,2019-07-03 03:21:38.273015-05:00,Savannah,GA,31401
340,Tryon HVAC Co,,38-7286712,4186,ronald.moore@tryoninc.com,(708) 474-8423,NSC_DIRECT,2025-07-24 20:08:56.648548-05:00,Fresno,CA,93701
341,Beatties Ford Body Shop Partners LLC,Beatties Ford Body Shop Partners,56-5831363,9254,stephanie.johnson@beattiesco.com,748-624-5531,NSC_DIRECT,2023-06-06 09:22:38.115884-05:00,Knoxville,TN,37902
342,Sardis Towing LLC,,56-8685530,8435,ryan.flores@sardisinc.com,797-999-2011,BAYLINE,2019-10-25 03:19:19.605158-05:00,Gastonia,NC,28054
343,Harbor Childcare LLC,,982839318,8294,ryan.sanchez@harborbiz.com,496-758-7119,NSC_DIRECT,2021-04-19 06:46:38.135030-05:00,Columbia,SC,29201
344,Maple Freight LLC,,52-5883233,4298,sharon.thompson@mapleinc.com,494-396-6948,BAYLINE,2025-02-03 01:33:27.240687-05:00,Charlotte,NC,28204
345,Statesville Contractors LLC,,,0103,joshua.king@statesvilleco.com,641-566-7623,NSC_DIRECT,2023-09-19 20:57:25.780512-05:00,Atlanta,GA,30303
346,Salisbury Roofing Partners LLC,,93-5711668,5616,joseph.moore@salisburyco.com,231-680-1280,NSC_DIRECT,2021-07-21 06:38:49.245404-05:00,Riverside,CA,92501
347,Mallard Brothers Partners LLC,,,5913,justin.jackson@mallardbiz.com,343-260-3223,CASCADE,2020-11-01 13:09:12.379785-05:00,Richmond,VA,23219
348,Maple Irrigation Holdings LLC,,51-7211010,2823,ashley.brown@maplebiz.com,448-321-3453,BAYLINE,2019-09-25 05:06:30.380148-05:00,Richmond,VA,23219
349,Mooresville Welding Solutions Inc,,294729594,1433,brandon.lee@mooresvilleinc.com,214-334-6573,CASCADE,2026-01-24 12:31:06.377084-05:00,Bakersfield,CA,93301
350,Hickory Associates Co,Hickory Associates,596502891,1933,anna.roberts@hickorybiz.com,465-956-3947,BAYLINE,2020-02-28 17:22:27.624645-05:00,Bakersfield,CA,93301
351,Cornelius Contractors Co,,69-3713892,,michael.baker@corneliusbiz.com,602-709-7229,NSC_DIRECT,2022-05-29 03:08:56.971471-05:00,Savannah,GA,31401
352,Granite Paving Group LLC,,EIN 20-9524139,2909,jessica.campbell@graniteinc.com,590-503-3607,BAYLINE,2025-10-03 17:03:38.122765-05:00,Fresno,CA,93701
353,Beatties Ford Associates Inc,,EIN 70-2231202,3271,robert.rivera@beattiesbiz.com,609-835-3925,CASCADE,2024-10-16 08:49:27.995830-05:00,Bakersfield,CA,93301
354,Elizabeth Physical Therapy LLC,Elizabeth Physical Therapy,90-1500390,3180,brandon.flores@elizabeth.com,594-380-8840,NSC_DIRECT,2025-08-21 09:25:34.827428-05:00,Charlotte,NC,28211
355,Harris Barber Group LLC,,610942120,2050,angela.jackson@harrisco.com,702-813-7971,NSC_DIRECT,2025-11-21 18:03:04.354856-05:00,Savannah,GA,31401
356,Cornelius Enterprises LLC,,EIN 50-1705757,9810,kathleen.hall@corneliusbiz.com,284-813-8724,NSC_DIRECT,2019-08-12 17:00:06.114588-05:00,Concord,NC,28025
357,Statesville Group LLC,,42 5414616,8157,kimberly.patel@statesvilleinc.com,427-272-9612,NSC_DIRECT,2021-09-16 21:06:19.959704-05:00,Riverside,CA,92501
358,Mallard Textile LLC,,EIN 55-0625850,,steven.martin@mallard.com,560-608-2914,NSC_DIRECT,2021-05-31 13:35:58.736307-05:00,Sacramento,CA,95814
359,Catawba Associates LLC,,EIN 96-7173102,7448,benjamin.perez@catawbainc.com,9002020848,NSC_DIRECT,2019-12-05 10:42:58.054898-05:00,Gastonia,NC,28054
360,Granite Roofing LLC,,218896700,3251,rebecca.adams@granitebiz.com,754-396-8499,NSC_DIRECT,2019-10-07 13:28:40.058719-05:00,Charlotte,NC,28204
361,Harbor Contractors Inc,,579531964,,ashley.jackson@harborbiz.com,2122063689,NSC_DIRECT,2020-04-18 04:32:35.301358-05:00,Rock Hill,SC,29730
362,Statesville Welding Co,,308568766,4066,barbara.mitchell@statesvilleco.com,881-494-0560,BAYLINE,2022-07-20 08:28:06.393096-05:00,Charlotte,NC,28204
363,Shelby Partners Co,,99-7553657,0462,thomas.young@shelbybiz.com,459-885-9592,NSC_DIRECT,2021-11-24 08:44:58.431304-05:00,Charlotte,NC,28204
364,Robinson Electric LLC,,55-3955551,1202,jeffrey.martin@robinson.com,271-266-4494,NSC_DIRECT,2025-09-26 11:11:10.453634-05:00,Charlotte,NC,28204
365,Salisbury Staffing Services LLC,Salisbury Staffing Services,60 2339405,9198,steven.lee@salisburyinc.com,4947394176,NSC_DIRECT,2019-02-02 06:08:14.946509-05:00,Greenville,SC,29601
366,Harbor Grocery Solutions Inc,Harbor Grocery Solutions,486332665,9182,joshua.robinson@harbor.com,297-676-2538,NSC_DIRECT,2020-12-31 03:40:29.149842-05:00,Sacramento,CA,95814
367,Cherryville Towing Inc,Cherryville Towing,80 6968599,9564,scott.martin@cherryvilleco.com,913-893-4280,CASCADE,2021-05-07 14:15:08.457149-05:00,Sacramento,CA,95814
368,Torres Staffing Solutions Inc,,EIN 50-8197537,2604,richard.wilson@torres.com,249-775-7970,NSC_DIRECT,2021-11-23 21:57:31.124500-05:00,Charlotte,NC,28204
369,Mint Hill Services Inc,,,7228,sarah.patel@mintbiz.com,625-522-9123,BAYLINE,2025-08-29 01:08:42.895175-05:00,Riverside,CA,92501
370,Concord Supply LLC,,494599547,0269,carol.nguyen@concordbiz.com,473-403-0270,NSC_DIRECT,2020-09-22 05:39:40.757150-05:00,Winston-Salem,NC,27101
371,Sanchez Grocery LLC,,,0777,nicholas.yarborough@sanchezco.com,980-273-6846,NSC_DIRECT,2025-07-01 01:22:01.721340-05:00,Charlotte,NC,28204
372,Harbor Optical Services LLC,,83-4618968,9056,betty.whitfield@harbor.com,576-677-0784,NSC_DIRECT,2023-06-06 18:45:28.212347-05:00,Fresno,CA,93701
373,Davidson Supply Inc,,59-2390377,4004,rebecca.cheng@davidson.com,241-398-1707,NSC_DIRECT,2025-06-14 22:07:20.216929-05:00,Durham,NC,27701
374,Idlewild Partners Holdings LLC,,,,mark.campbell@idlewildinc.com,7254379229,NSC_DIRECT,2021-12-07 16:01:57.266782-05:00,Knoxville,TN,37902
375,Martinez Towing LLC,,981051485,6812,edward.vasquez@martinezco.com,331-841-7610,NSC_DIRECT,2019-09-30 15:44:14.490445-05:00,Fresno,CA,93701
376,Tuckaseegee Partners LLC,,516908698,8768,david.okafor@tuckaseegeeco.com,510-336-2564,NSC_DIRECT,2021-12-22 03:34:57.722835-05:00,Savannah,GA,31401
377,Sharon Irrigation Inc,Sharon Irrigation,96-8999992,3281,anna.lewis@sharoninc.com,399-841-0335,CASCADE,2021-05-09 10:42:52.830995-05:00,Bakersfield,CA,93301
378,Providence Welding LLC,Providence Welding,EIN 97-4199922,8547,jennifer.mabry@providenceinc.com,515-660-4264,BAYLINE,2022-12-24 01:00:08.311301-05:00,Richmond,VA,23219
379,Rivera HVAC LLC,,91-8401707,8846,ashley.robinson@riverainc.com,541-505-2681,NSC_DIRECT,2019-10-30 05:38:26.757361-05:00,Fresno,CA,93701
380,Steele Creek Dental LLC,,,3034,kenneth.hall@steeleco.com,214-377-2111,NSC_DIRECT,2021-05-14 14:29:19.230324-05:00,Sacramento,CA,95814
381,Granite Metal Partners LLC,,41-8002037,3276,dorothy.scott@granitebiz.com,828-625-0423,NSC_DIRECT,2022-11-02 13:11:29.787929-05:00,Columbia,SC,29201
382,Granite Catering LLC,,36-7639177,5984,lisa.mitchell@granitebiz.com,553-375-7942,NSC_DIRECT,2019-11-25 20:26:06.045586-05:00,Concord,NC,28025
383,Hickory Print LLC,,43-8206295,8354,kevin.hall@hickory.com,944-866-3643,NSC_DIRECT,2023-07-15 01:56:35.360532-05:00,Columbia,SC,29201
384,Piedmont Paving Co,,20-9188808,6858,larry.lewis@piedmontbiz.com,640-697-1129,NSC_DIRECT,2020-03-21 22:26:15.091518-05:00,Asheville,NC,28801
385,Pinehurst Enterprises Services LLC,,96-2054426,3176,laura.smith@pinehurstco.com,889-398-9756,NSC_DIRECT,2021-08-20 05:33:31.310176-05:00,Charlotte,NC,28202
386,Kestrel Tax LLC,,33-1739854,5328,ronald.scott@kestrelbiz.com,507-437-3832,NSC_DIRECT,2024-03-02 04:53:10.438704-05:00,Richmond,VA,23219
387,Shelby Enterprises Partners LLC,,857146105,8492,deborah.nelson@shelbyinc.com,(677) 870-9004,NSC_DIRECT,2021-04-17 08:34:45.330799-05:00,Winston-Salem,NC,27101
388,Tryon HVAC Solutions Inc,Tryon HVAC Solutions,42-8619538,4050,jason.anderson@tryonbiz.com,623-283-5161,NSC_DIRECT,2024-03-26 06:13:57.655787-05:00,Charlotte,NC,28211
389,Shelby Salon Group LLC,Shelby Salon Group,689119491,6189,joshua.williams@shelbyinc.com,239-757-7161,NSC_DIRECT,2020-08-01 16:45:21.804522-05:00,Winston-Salem,NC,27101
390,Harbor Coffee Holdings LLC,,73-5861032,5658,christopher.anderson@harborbiz.com,601-213-9175,NSC_DIRECT,2025-05-16 15:00:45.395583-05:00,Gastonia,NC,28054
391,Walker Electric Services LLC,Walker Electric Services,301726368,1376,brian.okafor@walker.com,748-668-0026,BAYLINE,2025-01-05 11:48:05.565569-05:00,Asheville,NC,28801
392,Davidson Tax LLC,,57-7259530,,samantha.martinez@davidsonbiz.com,764-870-7842,NSC_DIRECT,2021-04-20 15:10:41.050382-05:00,Bakersfield,CA,93301
393,Mallard Paving LLC,Mallard Paving,EIN 27-9159814,7886,richard.anderson@mallardco.com,893-660-1342,CASCADE,2022-07-19 07:30:33.694445-05:00,Sacramento,CA,95814
394,Piedmont Works LLC,,57-6065018,4054,stephen.allen@piedmontco.com,255-404-1377,NSC_DIRECT,2020-01-18 07:21:06.390160-05:00,Savannah,GA,31401
395,Steele Creek Works LLC,,751861553,5727,matthew.walker@steelebiz.com,673-228-3028,BAYLINE,2020-06-24 13:06:49.193499-05:00,Gastonia,NC,28054
396,Randolph Company Holdings LLC,,377799237,,shirley.hill@randolphbiz.com,451-855-6175,BAYLINE,2021-02-06 07:47:03.668256-05:00,Rock Hill,SC,29730
397,Ironwood Partners Partners LLC,Ironwood Partners Partners,38-2846969,2085,matthew.suggs@ironwood.com,4328122141,BAYLINE,2025-09-17 10:45:20.571785-05:00,Rock Hill,SC,29730
398,Adams Flooring LLC,,89-1588414,4655,eric.thompson@adams.com,650-880-0099,BAYLINE,2019-03-19 17:58:31.628947-05:00,Columbia,SC,29201
399,Granite Childcare LLC,,37-1373661,3039,angela.mitchell@graniteinc.com,943-578-2461,NSC_DIRECT,2020-11-13 08:54:16.919508-05:00,Greenville,SC,29601
400,Mint Hill Medical Billing LLC,Mint Hill Medical Billing,238077975,9142,james.patel@mintbiz.com,712-873-4560,CASCADE,2021-10-24 20:43:23.550226-05:00,Richmond,VA,23219
401,Walker Metal Co,,315872704,0085,donna.perez@walkerco.com,904-845-3719,BAYLINE,2022-12-26 18:51:42.667201-05:00,Savannah,GA,31401
402,"Corner Rise Bakery, LLC",,843921776,4417,owner@cornerrisebakery.com,7045550182,NSC_DIRECT,2024-09-03 16:22:00-05:00,Charlotte,NC,28205
403,Blue Ridge Associates Services LLC,,48-5752630,5236,david.taylor@blueinc.com,980-884-0692,NSC_DIRECT,2020-11-07 04:52:05.289391-05:00,Bakersfield,CA,93301
404,Maple Print LLC,Maple Print,,1675,melissa.whitfield@mapleco.com,293-342-1315,BAYLINE,2019-06-07 12:49:48.058197-05:00,Asheville,NC,28801
405,Waxhaw Insurance LLC,,20 4721288,3542,gregory.harris@waxhaw.com,3334204336,CASCADE,2023-06-27 02:49:18.015645-05:00,Bakersfield,CA,93301
406,Concord Print LLC,,46-2043239,1066,jennifer.thompson@concordbiz.com,859-360-3351,NSC_DIRECT,2019-04-15 16:38:17.905569-05:00,Columbia,SC,29201
407,Ironwood Roofing Solutions Inc,Ironwood Roofing Solutions,81-7262440,0130,steven.blalock@ironwood.com,688-545-6172,NSC_DIRECT,2021-12-09 00:10:07.519416-05:00,Durham,NC,27701
408,Sanchez Nursery Partners LLC,,85-0019326,,gregory.williams@sanchez.com,(454) 367-2079,NSC_DIRECT,2022-06-25 11:59:50.974060-05:00,Nashville,TN,37201
409,Hickory Brothers Inc,Hickory Brothers,24-5766684,4915,kimberly.clark@hickorybiz.com,618-227-1916,NSC_DIRECT,2019-10-12 04:12:58.450209-05:00,Nashville,TN,37201
410,Martin Grocery LLC,,54-9435167,5670,gary.thompson@martinbiz.com,955-615-2312,NSC_DIRECT,2025-10-03 09:49:34.010916-05:00,Knoxville,TN,37902
411,Newton Associates Services LLC,,23-1090504,,barbara.walker@newton.com,285-693-2079,NSC_DIRECT,2024-04-10 12:31:05.295678-05:00,Charlotte,NC,28202
412,Rowan HVAC Co,,41-9472522,,anthony.wilson@rowanco.com,682-609-0251,BAYLINE,2023-03-15 18:57:30.827533-05:00,Nashville,TN,37201
413,Pinehurst Print LLC,,40 1343194,1366,andrew.walker@pinehurstbiz.com,727-603-3637,NSC_DIRECT,2024-07-05 11:23:44.229358-05:00,Raleigh,NC,27601
414,Providence Supply Co,,712222382,0505,dorothy.moore@providence.com,940-452-5731,NSC_DIRECT,2019-10-23 01:46:01.328317-05:00,Richmond,VA,23219
415,Shelby Tax Inc,Shelby Tax,68-0332969,8774,thomas.patel@shelby.com,9645837898,BAYLINE,2020-01-25 12:41:03.565632-05:00,Winston-Salem,NC,27101
416,Providence Dental Inc,,207993913,0110,samantha.allen@providencebiz.com,837-854-1850,CASCADE,2025-08-30 08:58:20.858550-05:00,Columbia,SC,29201
417,Lincolnton Towing LLC,Lincolnton Towing,22-0015991,1910,richard.nelson@lincolnton.com,(494) 838-6344,BAYLINE,2020-12-06 01:36:53.923946-05:00,Winston-Salem,NC,27101
418,Ironwood Pest Control Solutions Inc,Ironwood Pest Control Solutions,40-9743984,7658,melissa.patel@ironwoodinc.com,673-375-8078,NSC_DIRECT,2023-04-03 04:21:26.339006-05:00,Knoxville,TN,37902
419,Statesville Plumbing LLC,,89-6064358,3541,margaret.yarborough@statesvilleco.com,412-886-4884,NSC_DIRECT,2020-01-11 13:11:55.542052-05:00,Charlotte,NC,28204
420,Mint Hill Bakery LLC,,418508188,7140,timothy.adams@mint.com,387-750-9804,NSC_DIRECT,2021-12-17 13:08:23.688263-05:00,Sacramento,CA,95814
421,Cherryville Brewing Partners LLC,,40-0750257,6695,nicole.gonzalez@cherryville.com,303-840-2900,NSC_DIRECT,2020-10-10 23:44:48.218327-05:00,Charlotte,NC,28202
422,Blue Ridge Optical Holdings LLC,,57-5720757,,ronald.nguyen@blueinc.com,937-430-0332,NSC_DIRECT,2022-11-22 20:20:45.600926-05:00,Columbia,SC,29201
423,Salisbury Tax Solutions Inc,Salisbury Tax Solutions,27 0063054,,william.boyd@salisburybiz.com,741-949-0977,NSC_DIRECT,2025-07-18 14:00:36.132865-05:00,Greenville,SC,29601
424,Cherryville Partners Holdings LLC,,638644505,4227,linda.blalock@cherryvilleinc.com,686-679-1609,CASCADE,2023-10-02 23:49:37.892920-05:00,Bakersfield,CA,93301
425,Shelby Brothers Inc,,58-7532777,1317,brenda.yarborough@shelbyco.com,882-440-5471,NSC_DIRECT,2019-12-20 07:21:47.139960-05:00,Fresno,CA,93701
426,Newton Roofing LLC,,489868660,9060,rebecca.thompson@newtonco.com,973-590-0011,BAYLINE,2022-11-27 17:26:44.626538-05:00,Knoxville,TN,37902
427,Salisbury Insurance Inc,Salisbury Insurance,89-8739341,8789,elizabeth.martin@salisburybiz.com,4696096934,CASCADE,2023-02-16 22:44:01.461230-05:00,Bakersfield,CA,93301
428,Matthews Realty LLC,,23-0112843,1466,robert.moore@matthewsco.com,229-863-3193,BAYLINE,2023-09-21 23:30:05.610785-05:00,Charlotte,NC,28204
429,Cherryville Services LLC,Cherryville Services,972950576,5228,edward.taylor@cherryville.com,570-222-1934,NSC_DIRECT,2024-08-12 22:39:32.337827-05:00,Savannah,GA,31401
430,Mooresville Works Co,,521053530,5685,karen.hall@mooresville.com,718-992-2216,NSC_DIRECT,2024-10-28 19:20:28.951729-05:00,Riverside,CA,92501
431,Tuckaseegee Group Co,,87-2169334,5052,gary.white@tuckaseegeebiz.com,(729) 976-8380,CASCADE,2020-03-24 05:27:50.541394-05:00,Bakersfield,CA,93301
432,Blue Ridge Roasters Co,,,7543,daniel.torres@blueinc.com,9058528486,NSC_DIRECT,2019-04-10 16:40:02.501004-05:00,Charlotte,NC,28211
433,Ironwood Electric LLC,Ironwood Electric,80 4465535,4215,jessica.harris@ironwood.com,630-537-8205,NSC_DIRECT,2020-07-29 15:22:43.766868-05:00,Concord,NC,28025
434,Providence Paving LLC,,52-4752941,7823,richard.hill@providence.com,213-329-5632,NSC_DIRECT,2021-09-15 11:41:05.561013-05:00,Greenville,SC,29601
435,Hall Grocery Group LLC,,23-0547436,7159,anthony.pridgen@hallco.com,6638883733,CASCADE,2021-06-05 07:52:53.605038-05:00,Riverside,CA,92501
436,Sharon Nursery LLC,,69 3949073,9666,donna.scott@sharon.com,6857931507,NSC_DIRECT,2021-08-20 23:37:58.285048-05:00,Knoxville,TN,37902
437,Tryon Medical Billing Partners LLC,,313992050,,amy.miller@tryoninc.com,701-631-6783,CASCADE,2024-01-10 20:06:00.314529-05:00,Sacramento,CA,95814
438,Waxhaw Coffee LLC,,,,robert.king@waxhawinc.com,640-889-7425,NSC_DIRECT,2022-07-08 05:29:31.314323-05:00,Charlotte,NC,28204
439,Uwharrie Security Holdings LLC,Uwharrie Security Holdings,39-3788629,0379,ashley.taylor@uwharrieinc.com,621-900-5334,NSC_DIRECT,2024-03-24 14:30:50.075048-05:00,Columbia,SC,29201
440,Randolph Physical Therapy Group LLC,,372649544,,jonathan.pridgen@randolphinc.com,535-232-3635,NSC_DIRECT,2020-03-03 01:02:18.289435-05:00,Riverside,CA,92501
441,Ironwood Paving Partners LLC,,94-0233309,0703,robert.clark@ironwood.com,653-607-0362,NSC_DIRECT,2023-04-05 19:06:38.518454-05:00,Gastonia,NC,28054
442,Elizabeth Roasters Partners LLC,Elizabeth Roasters Partners,25-5095571,8265,nancy.gonzalez@elizabethinc.com,819-420-5454,NSC_DIRECT,2020-09-01 07:57:25.840429-05:00,Columbia,SC,29201
443,Lee Flooring LLC,Lee Flooring,457945166,9021,rebecca.boyd@leebiz.com,(610) 175429,CASCADE,2024-08-29 18:16:58.428111-05:00,Sacramento,CA,95814
444,Sunbelt Pharmacy Inc,,89-6495286,8077,gary.campbell@sunbeltbiz.com,738-297-3489,NSC_DIRECT,2019-07-11 03:15:07.462573-05:00,Durham,NC,27701
445,Randolph Enterprises Co,,EIN 89-0598834,4428,barbara.boyd@randolph.com,504-810-0659,NSC_DIRECT,2021-02-03 03:31:00.705771-05:00,Norfolk,VA,23510
446,Uwharrie Janitorial Partners LLC,,55-2650005,,jennifer.blalock@uwharrieinc.com,(371) 668-9713,NSC_DIRECT,2020-03-12 01:25:50.889899-05:00,Atlanta,GA,30303
447,Elizabeth Services Group LLC,,751221272,9409,george.boyd@elizabeth.com,990-515-1011,NSC_DIRECT,2024-06-12 10:00:16.320540-05:00,Gastonia,NC,28054
448,Piedmont Pharmacy Holdings LLC,,73-6719591,,anna.johnson@piedmontinc.com,885-487-6067,NSC_DIRECT,2025-09-09 05:13:52.584549-05:00,Greenville,SC,29601
449,Hall Freight Partners LLC,,964461527,6321,eric.mitchell@hallinc.com,(869) 379-6506,NSC_DIRECT,2023-03-04 09:13:26.294778-05:00,Sacramento,CA,95814
450,Kestrel Childcare Solutions Inc,,65-5345806,7109,susan.mabry@kestrelinc.com,500-472-6407,NSC_DIRECT,2023-04-12 08:39:02.352727-05:00,Durham,NC,27701
451,Huntersville Company LLC,Huntersville Company,60-1616211,9085,karen.davis@huntersvillebiz.com,3438153255,BAYLINE,2025-08-07 20:31:53.476525-05:00,Nashville,TN,37201
452,Sharon Janitorial LLC,,231432610,3371,george.lee@sharonbiz.com,6728521005,NSC_DIRECT,2021-02-24 11:47:55.680530-05:00,Winston-Salem,NC,27101
453,Elizabeth Barber Inc,,80-3414938,9845,jacob.anderson@elizabethbiz.com,786-282-4189,BAYLINE,2023-03-26 23:19:13.743901-05:00,Knoxville,TN,37902
454,Elizabeth Company Inc,,554437038,8773,barbara.walker@elizabethinc.com,501-463-7695,CASCADE,2025-08-23 19:52:39.560103-05:00,Fresno,CA,93701
455,Statesville Body Shop LLC,,76-6560192,3369,carol.davis@statesvillebiz.com,760-552-6911,NSC_DIRECT,2020-02-16 21:31:41.550004-05:00,Rock Hill,SC,29730
456,Waxhaw Security LLC,,81-9141303,9877,david.green@waxhaw.com,9248136735,NSC_DIRECT,2021-10-25 05:25:59.685332-05:00,Greenville,SC,29601
457,Blue Ridge Partners LLC,Blue Ridge Partners,98-2251831,0525,sarah.miller@bluebiz.com,9183536754,NSC_DIRECT,2019-10-23 17:09:21.336818-05:00,Charlotte,NC,28204
458,Belmont Associates LLC,Belmont Associates,287334764,5594,donna.davis@belmontbiz.com,526-610-1257,CASCADE,2019-07-23 05:37:52.999584-05:00,Fresno,CA,93701
